,SPY,QQQ,TLT,GLD,USO
2011-04-29,104.26785278320312,51.77156066894531,61.30254364013672,152.3699951171875,361.20001220703125
2011-05-02,104.10731506347656,51.67517852783203,61.40089416503906,150.41000366210938,359.44000244140625
2011-05-03,103.73287200927734,51.4298095703125,61.74843978881836,149.8800048828125,352.6400146484375
2011-05-04,103.0450210571289,51.350948333740234,62.023807525634766,147.72999572753906,346.0799865722656
2011-05-05,102.11262512207031,51.07052230834961,62.61398696899414,143.47000122070312,314.55999755859375
2011-05-06,102.56356048583984,51.23702621459961,62.33857345581055,145.3000030517578,310.9599914550781
2011-05-09,102.96094512939453,51.4298095703125,62.272987365722656,147.3800048828125,326.9599914550781
2011-05-10,103.83985900878906,51.86796951293945,61.82712173461914,147.89999389648438,328.6400146484375
2011-05-11,102.74695587158203,51.49114227294922,62.18118667602539,146.5399932861328,314.79998779296875
2011-05-12,103.23612976074219,51.797847747802734,61.78780746459961,146.58999633789062,314.239990234375
2011-05-13,102.4412612915039,51.184444427490234,62.34514236450195,145.6300048828125,315.5199890136719
2011-05-16,101.7916488647461,50.299381256103516,62.69267272949219,145.3699951171875,308.0799865722656
2011-05-17,101.77635955810547,50.4395866394043,63.335227966308594,144.74000549316406,308.3999938964844
2011-05-18,102.68584442138672,50.860206604003906,62.49591827392578,145.60000610351562,316.0
2011-05-19,102.93037414550781,51.00917434692383,62.469722747802734,145.64999389648438,312.55999755859375
2011-05-20,102.11262512207031,50.62361526489258,62.502464294433594,147.49000549316406,315.760009765625
2011-05-23,100.92803955078125,49.87874984741211,62.80412292480469,147.8300018310547,307.760009765625
2011-05-24,100.84394836425781,49.57206726074219,63.04020690917969,148.58999633789062,314.239990234375
2011-05-25,101.18023681640625,49.76484298706055,62.74509048461914,148.5800018310547,319.44000244140625
2011-05-26,101.64645385742188,50.07154846191406,63.28278350830078,148.22000122070312,316.79998779296875
2011-05-27,102.03617858886719,50.32567596435547,63.25658416748047,149.6999969482422,317.67999267578125
2011-05-31,103.09852600097656,51.14064025878906,63.40081787109375,149.63999938964844,324.0
2011-06-01,100.7828140258789,50.02771759033203,64.2576675415039,149.91000366210938,316.1600036621094
2011-06-02,100.67584228515625,50.13290023803711,63.033573150634766,149.5,317.44000244140625
2011-06-03,99.6746597290039,49.379268646240234,63.39561462402344,150.22000122070312,317.2799987792969
2011-06-06,98.6199951171875,48.97616958618164,62.91509246826172,150.47999572753906,312.0
2011-06-07,98.55882263183594,48.888545989990234,63.20469665527344,150.4199981689453,312.3999938964844
2011-06-08,98.1461181640625,48.53803253173828,63.69831085205078,149.80999755859375,318.79998779296875
2011-06-09,98.8951187133789,48.62566375732422,63.44164276123047,150.55999755859375,321.1199951171875
2011-06-10,97.51943969726562,47.88081359863281,63.92860794067383,149.24000549316406,312.55999755859375
2011-06-13,97.59586334228516,47.88081359863281,63.60615921020508,147.77000427246094,306.0799865722656
2011-06-14,98.83394622802734,48.49421691894531,62.645320892333984,148.6699981689453,312.79998779296875
2011-06-15,97.07616424560547,47.5741081237793,63.78383255004883,149.1199951171875,300.6400146484375
2011-06-16,97.29013061523438,47.39008331298828,64.07340240478516,148.97000122070312,299.3599853515625
2011-06-17,97.5804672241211,47.24165344238281,63.77064514160156,149.94000244140625,293.0400085449219
2011-06-20,98.0797119140625,47.487571716308594,63.84960174560547,150.02999877929688,293.760009765625
2011-06-21,99.42379760742188,48.50635528564453,63.566654205322266,150.75999450683594,294.32000732421875
2011-06-22,98.82469940185547,48.15506362915039,63.60615921020508,150.99000549316406,296.79998779296875
2011-06-23,98.54053497314453,48.602962493896484,64.09312438964844,148.33999633789062,288.0799865722656
2011-06-24,97.39614868164062,47.759830474853516,63.82334899902344,146.25999450683594,286.4800109863281
2011-06-27,98.26404571533203,48.52391052246094,62.94804763793945,145.72999572753906,285.1199951171875
2011-06-28,99.54666137695312,49.24408721923828,62.44131851196289,146.24000549316406,291.3599853515625
2011-06-29,100.39921569824219,49.44609451293945,62.026702880859375,147.17999267578125,297.8399963378906
2011-06-30,101.35926818847656,50.10479736328125,61.927982330322266,146.0,297.9200134277344
2011-07-01,102.85696411132812,50.860084533691406,61.828887939453125,144.92999267578125,297.20001220703125
2011-07-05,102.77247619628906,51.114776611328125,61.967655181884766,147.6300048828125,303.67999267578125
2011-07-06,102.89537811279297,51.281654357910156,62.28464126586914,148.91000366210938,303.1199951171875
2011-07-07,103.96294403076172,51.98426818847656,62.09970474243164,149.14999389648438,308.8800048828125
2011-07-08,103.22563934326172,51.8437385559082,62.9778938293457,150.25,302.3999938964844
2011-07-11,101.35926818847656,50.903995513916016,63.92229080200195,151.58999633789062,298.32000732421875
2011-07-12,100.92147827148438,50.5175666809082,64.14019775390625,152.77000427246094,303.44000244140625
2011-07-13,101.25943756103516,50.72834014892578,64.31847381591797,154.13999938964844,306.79998779296875
2011-07-14,100.5605239868164,50.13992691040039,63.40052032470703,154.5399932861328,300.3999938964844
2011-07-15,101.14420318603516,50.80739212036133,63.506248474121094,155.1999969482422,305.0400085449219
2011-07-18,100.31474304199219,50.53513717651367,62.89212417602539,156.57000732421875,300.7200012207031
2011-07-19,101.94294738769531,51.685665130615234,64.19955444335938,154.66000366210938,306.0
